-1.389171223771153429e-01,9.645213721509565685e-01,6.125197428764656005e-01,-1.665483432301303690e+00,-5.036522136771990343e-01,2.539205575704599038e+00,1.406957032114266148e+00
-1.389154519411119615e-01,9.645266619756855953e-01,6.125187744508691079e-01,-1.665479813023617472e+00,-5.036507748213046032e-01,2.539205575722519814e+00,1.406954082081715018e+00
-1.389180841799716459e-01,9.645274714213267764e-01,6.125154335791097582e-01,-1.665487488428751606e+00,-5.036490147167353992e-01,2.539205575704574613e+00,1.406955607887046655e+00
-1.389207415469256301e-01,9.645259627677090775e-01,6.125204445657285168e-01,-1.665483432301303690e+00,-5.036490059954420451e-01,2.539205575704574613e+00,1.406954794158310929e+00
-1.389187928129706207e-01,9.645230515806538785e-01,6.125171036940232350e-01,-1.665485102737159107e+00,-5.036497137116306977e-01,2.539206999858220293e+00,1.406951803880588825e+00
-1.389187928129706207e-01,9.645160824374204855e-01,6.125204448867206386e-01,-1.665481761865448496e+00,-5.036483917737194504e-01,2.539205575704574613e+00,1.406954521831538907e+00
-1.389171223771153429e-01,9.645213721509565685e-01,6.125170260099125352e-01,-1.665481761865448496e+00,-5.036483927369924674e-01,2.539206170043827537e+00,1.406957018705266016e+00
-1.389187928129706207e-01,9.645177528732701289e-01,6.125223157155287312e-01,-1.665481761865448496e+00,-5.036491586184316249e-01,2.539205575704574613e+00,1.406954792668640541e+00
-1.389277018041986944e-01,9.645107927238731893e-01,6.125101428986787777e-01,-1.665476472151906862e+00,-5.036508125955948545e-01,2.539205575704574613e+00,1.406953368512959601e+00
-1.389325315544683304e-01,9.645055030103315552e-01,6.125110405457316887e-01,-1.665473131280196029e+00,-5.036514854265837782e-01,2.539205575704574613e+00,1.406953369839349044e+00
-1.389286817999848822e-01,9.645002132928270910e-01,6.125204073266515836e-01,-1.665473029225416068e+00,-5.036509351783378108e-01,2.539205575704574613e+00,1.406955607960618693e+00
-1.389188190586372607e-01,9.644957759701097144e-01,6.125387088804976621e-01,-1.665474572022219713e+00,-5.036497182337624778e-01,2.539207813660303792e+00,1.406954794158537858e+00
-1.389154519412765798e-01,9.645013430620570372e-01,6.125396637414924905e-01,-1.665478142570289588e+00,-5.036497137116310308e-01,2.539207460447594489e+00,1.406955607959940124e+00
-1.389154519412601207e-01,9.645035156360057815e-01,6.125413254440827959e-01,-1.665470798537937780e+00,-5.036487837418116564e-01,2.539206999858220293e+00,1.406957845914306837e+00
-1.389327393579539716e-01,9.645035512795693267e-01,6.125204448867317408e-01,-1.665471105908944871e+00,-5.036463567780123940e-01,2.539206999858220293e+00,1.406965271861335243e+00
-1.389905636118554944e-01,9.644362113712937612e-01,6.125077714195028555e-01,-1.665421123119203317e+00,-5.036384985016451044e-01,2.539211840285195532e+00,1.406968221894593363e+00
-1.392487221619313487e-01,9.641193530555316471e-01,6.127191625829878641e-01,-1.664998820494983489e+00,-5.036298089664206223e-01,2.539202640712669989e+00,1.406964327842423534e+00
-1.399135112571189277e-01,9.631142429813226435e-01,6.132642540487848182e-01,-1.664474485570394346e+00,-5.036312329313057390e-01,2.539201201526361640e+00,1.406966519044288377e+00
-1.409222100386545162e-01,9.611239116632259716e-01,6.141577890515653726e-01,-1.664127081233589101e+00,-5.036270755573195590e-01,2.539189603059543554e+00,1.406968650920082720e+00
-1.431292640137899197e-01,9.535657928188105981e-01,6.156320221430903183e-01,-1.664139808264559317e+00,-5.036264647212292944e-01,2.539049848570748669e+00,1.406968878986412319e+00
-1.457798187115121324e-01,9.422092632689592628e-01,6.170646101303208786e-01,-1.664449216532513542e+00,-5.036270750727918077e-01,2.537668353721122205e+00,1.406963461470272847e+00
-1.469215315749151096e-01,9.349119061233654993e-01,6.173589534643807442e-01,-1.665094878413640789e+00,-5.036240724504470467e-01,2.537373674875911700e+00,1.406969463260637321e+00
-1.479426071468674109e-01,9.266253961905988046e-01,6.174868496263100637e-01,-1.666113486523843168e+00,-5.036216367450024878e-01,2.537117008501557969e+00,1.406966513228085303e+00
