9.996648337848489385e-01,2.002671396070826101e-02,1.580815368899286810e-02,0.000000000000000000e+00,2.302808530527480566e-02,-9.749743492646359977e-01,-2.210779782438332952e-01,0.000000000000000000e+00,1.098529042358189350e-02,2.213721739866165716e-01,-9.751275219061088517e-01,0.000000000000000000e+00,6.229191683046111372e-01,2.955112096567530933e-01,2.866767208152394206e-02,1.000000000000000000e+00
9.996637702505288825e-01,2.006933325893175621e-02,1.582135304732027944e-02,0.000000000000000000e+00,2.307264823038026810e-02,-9.749718111969365442e-01,-2.210845249586926575e-01,0.000000000000000000e+00,1.098856579028608012e-02,2.213794925188832252e-01,-9.751258235294326671e-01,0.000000000000000000e+00,6.229117492987498172e-01,2.955371909550650877e-01,2.867782756469552594e-02,1.000000000000000000e+00
9.996640143186908967e-01,2.008526824927634943e-02,1.578566998271020011e-02,0.000000000000000000e+00,2.308027196253099877e-02,-9.749719692757021772e-01,-2.210830320807168625e-01,0.000000000000000000e+00,1.095028457158528541e-02,2.213773511038800990e-01,-9.751267403194472383e-01,0.000000000000000000e+00,6.228955433216137871e-01,2.955414724987605046e-01,2.865954539521441136e-02,1.000000000000000000e+00
9.996641224914043500e-01,2.009047141546344353e-02,1.577219271386381960e-02,0.000000000000000000e+00,2.308227991045581212e-02,-9.749735919955737629e-01,-2.210756661566178061e-01,0.000000000000000000e+00,1.093616758742299751e-02,2.213697320330012541e-01,-9.751286284271102334e-01,0.000000000000000000e+00,6.228875509968454516e-01,2.955429878993102166e-01,2.865440739463993164e-02,1.000000000000000000e+00
9.996641237454934048e-01,2.009968909555409980e-02,1.576036470470187911e-02,0.000000000000000000e+00,2.308867673289716899e-02,-9.749729216073624860e-01,-2.210779546683386554e-01,0.000000000000000000e+00,1.092254095978631434e-02,2.213718478928871636e-01,-9.751283008196769408e-01,0.000000000000000000e+00,6.228816264619198018e-01,2.955466290015580366e-01,2.864856380696271035e-02,1.000000000000000000e+00
9.996639937999697301e-01,2.010638204285786559e-02,1.576006986815138566e-02,0.000000000000000000e+00,2.309512122238496432e-02,-9.749731306880471404e-01,-2.210763594626973527e-01,0.000000000000000000e+00,1.092080917463066764e-02,2.213703192239416528e-01,-9.751286672504616559e-01,0.000000000000000000e+00,6.228783854328299174e-01,2.955527434766156425e-01,2.864979675706913129e-02,1.000000000000000000e+00
9.996642855311287379e-01,2.009650932862483072e-02,1.575415651663755051e-02,0.000000000000000000e+00,2.308405611658452886e-02,-9.749759641902574492e-01,-2.210650187290890689e-01,0.000000000000000000e+00,1.091749892437645329e-02,2.213587356784462445e-01,-9.751313339012730452e-01,0.000000000000000000e+00,6.228802316385262383e-01,2.955400389829802577e-01,2.864380020028302332e-02,1.000000000000000000e+00
9.996643874347492797e-01,2.009196909234113246e-02,1.575348132662386658e-02,0.000000000000000000e+00,2.307944807454359246e-02,-9.749766898997185294e-01,-2.210622992053840052e-01,0.000000000000000000e+00,1.091791039871967822e-02,2.213559513623383213e-01,-9.751319613411303378e-01,0.000000000000000000e+00,6.228813417753287229e-01,2.955382848182306899e-01,2.864430928644337918e-02,1.000000000000000000e+00
9.996644888991506051e-01,2.007988026263648335e-02,1.576245361123484318e-02,0.000000000000000000e+00,2.306949326419573468e-02,-9.749799789361580649e-01,-2.210488318344848990e-01,0.000000000000000000e+00,1.092965304412147828e-02,2.213425608451769222e-01,-9.751348693605589313e-01,0.000000000000000000e+00,6.228900868968014759e-01,2.955221983375391770e-01,2.864472697912012755e-02,1.000000000000000000e+00
9.996634193331028762e-01,2.009036473005349974e-02,1.581683259917611439e-02,0.000000000000000000e+00,2.309206517934958569e-02,-9.749732470585016353e-01,-2.210761654886457261e-01,0.000000000000000000e+00,1.097969923284489689e-02,2.213712609374980378e-01,-9.751277921563401563e-01,0.000000000000000000e+00,6.229044702043556869e-01,2.955432620480353267e-01,2.868092081955641096e-02,1.000000000000000000e+00
