Time_step,act_pos1,act_pos2,act_pos3,act_pos4,act_pos5,act_pos6,act_pos7,des_pos1,des_pos2,des_pos3,des_pos4,des_pos5,des_pos6,des_pos7,trq1,trq2,trq3,trq4,trq5,trq6,trq7,mode
0,-0.03286887085646913,1.0174382964277584,-0.8166104076703389,-1.330608512103013,0.857712017973264,2.2647752673807635,0.12718800011442769,-0.03360439970322204,1.0157149123674571,-0.8169870678923985,-1.3262598547661923,0.8590385447670243,2.263547268441897,0.1292625390131832,-0.02828047227806353,-0.06097923798314206,-0.008250111789780573,0.15832585267101204,0.020228513785437312,-0.010988268289001414,0.005337932891034672,static_guidance
0,-0.032872211728179654,1.0174388271440924,-0.8166034475209419,-1.3306085121291698,0.8577126283248265,2.2647739226878647,0.12718718631234435,-0.03360439970322204,1.0157149123674571,-0.8169870678923985,-1.3262598547661923,0.8590385447670243,2.263547268441897,0.1292625390131832,-0.02421885125430555,-0.061352539833733476,-0.017230711966455488,0.15773445743083472,0.019742943614822157,-0.010285329950260814,0.005879742857361947,static_guidance
0,-0.03286887085646913,1.01744366563432,-0.8166051179567971,-1.3306068406889078,0.8577126283248265,2.264772050655459,0.127182710400886,-0.03360439970322204,1.0157149123674571,-0.8169870678923985,-1.3262598547661923,0.8590385447670243,2.263547268441897,0.1292625390131832,-0.028864749156542927,-0.06675931615642494,-0.012685223389782497,0.15422971385207992,0.01995949273754455,-0.010844831502251325,0.0074028258921270814,static_guidance
0,-0.03286887085646913,1.0174427084959934,-0.8166034475209419,-1.3306093570584672,0.8577133404016495,2.2647718495935374,0.1271857621586985,-0.03360439970322204,1.0157149123674571,-0.8169870678923985,-1.3262598547661923,0.8590385447670243,2.263547268441897,0.1292625390131832,-0.028223830378430997,-0.06270363774385207,-0.014992368962536891,0.158560955144068,0.01948529466196948,-0.010937852037104253,0.00582811736147745,static_guidance
0,-0.032872211728179654,1.0174419581018805,-0.8166014986791108,-1.330608512142229,0.8577126283248265,2.264775264473581,0.12718647423552143,-0.03360439970322204,1.0157149123674571,-0.8169870678923985,-1.3262598547661923,0.8590385447670243,2.263547268441897,0.1292625390131832,-0.02494397603087369,-0.06333207178865127,-0.015916041172947936,0.15520022201209596,0.01998664725762888,-0.011127968499752514,0.005790465211094344,static_guidance
0,-0.032872211728179654,1.0174378532723298,-0.8166051179567971,-1.3306046164661662,0.8577126283248265,2.2647753860873663,0.12718498784775842,-0.03360439970322204,1.0157149123674571,-0.8169870678923985,-1.3262598547661923,0.8590385447670243,2.263547268441897,0.1292625390131832,-0.024538168570465504,-0.06275410681718967,-0.013715899746056269,0.15433191960890177,0.019673584704533228,-0.011402518657562593,0.006338316090407968,static_guidance
0,-0.0328705412923244,1.0174387479700013,-0.8166067883926524,-1.3306100909918592,0.8577126283248265,2.264771854442792,0.12718352420296963,-0.03360439970322204,1.0157149123674571,-0.8169870678923985,-1.3262598547661923,0.8590385447670243,2.263547268441897,0.1292625390131832,-0.02793663764777824,-0.06106487624400515,-0.013277402324545278,0.15849540829034223,0.01992227141416042,-0.011032086303007954,0.006791333223427982,static_guidance
0,-0.03286696365771935,1.0174407205036713,-0.8166051179567971,-1.330606841668706,0.8577126283248265,2.264774674494979,0.12718423627979225,-0.03360439970322204,1.0157149123674571,-0.8169870678923985,-1.3262598547661923,0.8590385447670243,2.263547268441897,0.1292625390131832,-0.031247986196503562,-0.06338554363439154,-0.014420183634964848,0.1548890895853205,0.020217910058108746,-0.010507088611294456,0.006918548820178548,static_guidance
0,-0.03287221172817782,1.0174390561821933,-0.8166067883926524,-1.3306085121422482,0.8577126283248265,2.264773631811142,0.12718647423552143,-0.03360439970322204,1.0157149123674571,-0.8169870678923985,-1.3262598547661923,0.8590385447670243,2.263547268441897,0.1292625390131832,-0.024997467268034205,-0.06173055814033347,-0.016269276694481763,0.15607340721984825,0.01999802604977263,-0.011936210494988855,0.00551544343568218,static_guidance
0,-0.0328705412923244,1.0174423935128567,-0.8166034475209419,-1.3306062869017115,0.857712017973264,2.264775385110333,0.1271819983240631,-0.03360439970322204,1.0157149123674571,-0.8169870678923985,-1.3262598547661923,0.8590385447670243,2.263547268441897,0.1292625390131832,-0.02686555970822277,-0.064186415867332,-0.015172816014595464,0.15797081570323074,0.020223037015317222,-0.011198150516266606,0.007219475939287184,static_guidance
