Time_step,act_pos1,act_pos2,act_pos3,act_pos4,act_pos5,act_pos6,act_pos7,des_pos1,des_pos2,des_pos3,des_pos4,des_pos5,des_pos6,des_pos7,trq1_stc,trq2_stc,trq3_stc,trq4_stc,trq5_stc,trq6_stc,trq7_stc,trq1_adt,trq2_adt,trq3_adt,trq4_adt,trq5_adt,trq6_adt,trq7_adt,mode
7,-0.0082784077228914,0.989855827030823,-0.8283265443945099,-1.3969918948665083,0.8503834015675584,2.295991299073566,-0.09941069748997688,0.008272796099838331,0.9454833304506565,-0.8285612234827013,-1.40726888354979,0.8619232185179033,2.225396664424636,0.028438173681820444,0.5978014667025571,-1.597508251884577,-0.006280452760323501,-0.36522083849163156,0.1724268995136508,-0.6359974761182219,0.384482590652358,0.5404142329920192,-1.3823893137483485,-0.004593217811276997,-0.35099905889043786,0.13111537368730852,-0.5457373946725158,0.3106373430588515,static_guidance + adaptive_guidance
7,-0.008276460829158267,0.9898541565946741,-0.8283265437525252,-1.39699258363533,0.8503827824906574,2.2959905869962998,-0.09940622157686287,0.008272796099838331,0.9454833304506565,-0.8285612234827013,-1.40726888354979,0.8619232185179033,2.225396664424636,0.028438173681820444,0.5951298270022618,-1.5957448886617611,-0.007003140676628057,-0.3664650399383386,0.1730258481851745,-0.6354197742520843,0.38281439659982186,0.5377493436675195,-1.3806340488404407,-0.005315901112006258,-0.35224421348778867,0.13171210611818496,-0.5451606032459937,0.3089717342846137,static_guidance + adaptive_guidance
7,-0.008280081080893667,0.9898558270303827,-0.8283265434315329,-1.3969961465433705,0.8503814556996028,2.2959912990729014,-0.0994114095667998,0.008272796099838331,0.9454833304506565,-0.8285612234827013,-1.40726888354979,0.8619232185179033,2.225396664424636,0.028438173681820444,0.6005169645743917,-1.597808219310539,-0.00769766229660334,-0.3687078195593753,0.17383766608600282,-0.635732151169444,0.38418762693131503,0.5431239289060152,-1.382689281176445,-0.006010420424193893,-0.35449192362830445,0.13251917422418089,-0.5454720697245874,0.3103419680436859,static_guidance + adaptive_guidance
7,-0.008278410641029979,0.9898577758722138,-0.8283229241538465,-1.3970005061891344,0.8503829002268735,2.2959898749192558,-0.09940774745576912,0.008272796099838331,0.9454833304506565,-0.8285612234827013,-1.40726888354979,0.8619232185179033,2.225396664424636,0.028438173681820444,0.598343415694062,-1.5990609949052672,-0.011931013844372083,-0.36634847752785865,0.17278809359157998,-0.6350746632075682,0.38314707386551994,0.5409561718655954,-1.3839326087387744,-0.010217751026296252,-0.35213861467934776,0.1314747730098491,-0.5448164026408093,0.30930353020576334,static_guidance + adaptive_guidance
7,-0.008278409670989409,0.9898541565945274,-0.8283248729956776,-1.396999365321358,0.850382778127991,2.2959898749192558,-0.09940998541149829,0.008272796099838331,0.9454833304506565,-0.8285612234827013,-1.40726888354979,0.8619232185179033,2.225396664424636,0.028438173681820444,0.5984997862076794,-1.5959108032112286,-0.008158099399046893,-0.36822665219505135,0.17279174796129096,-0.6348282962466842,0.38388997120235746,0.5411125457425902,-1.3807999633906198,-0.006458847859406623,-0.35401521056013024,0.1314779902763411,-0.5445700356799253,0.3100451349039298,static_guidance + adaptive_guidance
7,-0.008274782601956672,0.9898577758722138,-0.8283265434315329,-1.3970007943268818,0.8503820660511653,2.2959905869960786,-0.09940550950003994,0.008272796099838331,0.9454833304506565,-0.8285612234827013,-1.40726888354979,0.8619232185179033,2.225396664424636,0.028438173681820444,0.5953945649121625,-1.6000906906296108,-0.008019321934726122,-0.368432717532209,0.17336971459983172,-0.6356383321984689,0.38249679367706285,0.5380199004180113,-1.384962304463118,-0.0063320800623166765,-0.35422325342224553,0.13205340774271535,-0.545379161192661,0.3086545426559773,static_guidance + adaptive_guidance
7,-0.008273120919180931,0.9898558270303827,-0.8283249509968177,-1.3970056820510197,0.8503827781459332,2.2959905869960786,-0.09940622157686287,0.008272796099838331,0.9454833304506565,-0.8285612234827013,-1.40726888354979,0.8619232185179033,2.225396664424636,0.028438173681820444,0.5924242867715765,-1.5974247249104254,-0.009557658619091998,-0.36891194387905774,0.17296508738769006,-0.6356297625897244,0.3827291844444927,0.5350553837542839,-1.3823057867763315,-0.007858967871854071,-0.35470924363130935,0.1316513297669717,-0.5453705915839165,0.3088865221292846,static_guidance + adaptive_guidance
7,-0.008274791356372407,0.9898558270303827,-0.8283248729956781,-1.3970052035649618,0.8503833884796245,2.2959905869960786,-0.0994114095667998,0.008272796099838331,0.9454833304506565,-0.8285612234827013,-1.40726888354979,0.8619232185179033,2.225396664424636,0.028438173681820444,0.5955636202782957,-1.597590797974823,-0.00914005201995523,-0.37187292517221665,0.17240366444075436,-0.6355900702979906,0.38477108012768746,0.5381889254303583,-1.382471859840729,-0.007440800480318952,-0.35766956277298917,0.13109209176076403,-0.5453308992921828,0.31092542124005834,static_guidance + adaptive_guidance
7,-0.008274791332321814,0.9898558270303827,-0.8283248729956776,-1.3970089020645327,0.8503832490782678,2.2959898749192558,-0.09940693365368578,0.008272796099838331,0.9454833304506565,-0.8285612234827013,-1.40726888354979,0.8619232185179033,2.225396664424636,0.028438173681820444,0.5961289968129839,-1.5975193000357304,-0.00910119672519826,-0.3677116399237865,0.17288943777433552,-0.6351784722993317,0.382734689270325,0.5387543020484361,-1.3824003619016365,-0.00740194518555799,-0.3535133956819661,0.13157736604979609,-0.5449202117325728,0.30889161566099427,static_guidance + adaptive_guidance
7,-0.008276460829158267,0.9898558270303827,-0.8283265434196443,-1.397010448807784,0.8503827781299856,2.2959898749192558,-0.09941222336888313,0.008272796099838331,0.9454833304506565,-0.8285612234827013,-1.40726888354979,0.8619232185179033,2.225396664424636,0.028438173681820444,0.5972223578184941,-1.5963860622249448,-0.00703399987608338,-0.3704750424611743,0.17300174274345254,-0.6351653160121226,0.38479599266872355,0.5398418744837518,-1.381267124090851,-0.005346757918200346,-0.35627893867530813,0.13168798506564325,-0.5449070554453637,0.3109498637306686,static_guidance + adaptive_guidance
7,-0.008276382892767364,0.9898541565945274,-0.8283265434315329,-1.3970087798436484,0.8503837416931466,2.2959891628424325,-0.09941069748997688,0.008272796099838331,0.9454833304506565,-0.8285612234827013,-1.40726888354979,0.8619232185179033,2.225396664424636,0.028438173681820444,0.5952798642328664,-1.5963586122316378,-0.0069878316862642805,-0.37100625872830056,0.17257487774982883,-0.6345410044511338,0.3836755601647417,0.5378996511234156,-1.381247772411029,-0.005300589813854834,-0.3568078453514803,0.13126456954306223,-0.5442836543234243,0.30983031257123517,static_guidance + adaptive_guidance
