Time_step,act_pos1,act_pos2,act_pos3,act_pos4,act_pos5,act_pos6,act_pos7,des_pos1,des_pos2,des_pos3,des_pos4,des_pos5,des_pos6,des_pos7,trq1_stc,trq2_stc,trq3_stc,trq4_stc,trq5_stc,trq6_stc,trq7_stc,trq1_adt,trq2_adt,trq3_adt,trq4_adt,trq5_adt,trq6_adt,trq7_adt,mode
8,-0.0008626446606718953,0.9770948635028228,-0.8319252636488954,-1.4274693011147386,0.8999718692733181,2.3015133992357564,-0.09225299670088354,0.017720612934397195,0.9359795382412699,-0.8306453943866714,-1.4195805287822907,0.8617131818629016,2.2210616883497565,0.01897542845219391,0.6683433180951464,-1.4774786829594069,0.04605554946453579,0.2820059986981566,-0.5742817135174711,-0.7241330175819624,0.3330887721993944,0.6021533135520265,-1.2747300109534818,0.036803374139942266,0.27125800421798985,-0.43725387692219203,-0.6213908537444218,0.2693271427676367,static_guidance + adaptive_guidance
8,-0.0008679343501562361,0.9770968123472958,-0.8319267266010626,-1.4274731188962848,0.8999718692733181,2.301514862574588,-0.09225300546306613,0.017720612934397195,0.9359795382412699,-0.8306453943866714,-1.4195805287822907,0.8617131818629016,2.2210616883497565,0.01897542845219391,0.6740414455673629,-1.4803886920104088,0.048063638898871025,0.28614757896766985,-0.5741479127303966,-0.7244796861735825,0.33328763290588814,0.6078326001633656,-1.277630409825643,0.03880088789257172,0.27539438298171026,-0.43712007613511744,-0.6217356535554242,0.2695259984512144,static_guidance + adaptive_guidance
8,-0.0008626450936322658,0.9770968123486168,-0.8319265106382159,-1.427471686909962,0.899972581350141,2.301509662869032,-0.0922544339994589,0.017720612934397195,0.9359795382412699,-0.8306453943866714,-1.4195805287822907,0.8617131818629016,2.2210616883497565,0.01897542845219391,0.6698135741482977,-1.480214950116191,0.04591884158000797,0.28223602442880763,-0.5743872899235738,-0.7239669942203203,0.3337876391177734,0.603623568063056,-1.2774566679249115,0.03665765176919979,0.271484779441108,-0.4373569029442344,-0.6212296019705799,0.270025185755451,static_guidance + adaptive_guidance
8,-0.0008645517863123431,0.977098482784472,-0.8319252996406894,-1.427471685934201,0.8999718692733181,2.3015087672662857,-0.09225595987836518,0.017720612934397195,0.9359795382412699,-0.8306453943866714,-1.4195805287822907,0.8617131818629016,2.2210616883497565,0.01897542845219391,0.6710667591430934,-1.4818756755447162,0.04482972953541473,0.28408973861260833,-0.5737948906185082,-0.7239531570616509,0.33404006648931983,0.6048699617836895,-1.2791091560684547,0.03557729402613042,0.2733384949543265,-0.436767054023229,-0.621216908555941,0.27027673841781,static_guidance + adaptive_guidance
8,-0.0008610014776091157,0.9770984826602531,-0.8319267266395444,-1.427476976628889,0.899972581350141,2.3015092142819022,-0.09225265731745295,0.017720612934397195,0.9359795382412699,-0.8306453943866714,-1.4195805287822907,0.8617131818629016,2.2210616883497565,0.01897542845219391,0.6659000443543943,-1.4813457319487544,0.04858885932032241,0.2891102059550378,-0.574386756787208,-0.7233831796999,0.3332572626614186,0.5997158925146465,-1.278579213085043,0.03932610803583835,0.2783517540322874,-0.4373563698078686,-0.620646360325638,0.2694958277810132,static_guidance + adaptive_guidance
8,-0.0008609741887312774,0.9770965783451966,-0.8319265646008156,-1.4274678707122803,0.8999712589217556,2.3015095255191325,-0.09225418319633447,0.017720612934397195,0.9359795382412699,-0.8306453943866714,-1.4195805287822907,0.8617131818629016,2.2210616883497565,0.01897542845219391,0.669342536368575,-1.4816366100762601,0.04632579826491999,0.28279989800709243,-0.5735453485878338,-0.7238537885579475,0.3336780997027074,0.6031584817265838,-1.2788794818070859,0.037064218358460375,0.27205385236726204,-0.4365196980360349,-0.6211165717131265,0.26991579011312883,static_guidance + adaptive_guidance
8,-0.0008643939684709754,0.9770941496197574,-0.8319264836687715,-1.4274716869153308,0.8999712589217556,2.3015121942097316,-0.09225300984414918,0.017720612934397195,0.9359795382412699,-0.8306453943866714,-1.4195805287822907,0.8617131818629016,2.2210616883497565,0.01897542845219391,0.6709046954625058,-1.4790400286558858,0.04703528716463369,0.2845602117791999,-0.5735884246422875,-0.7248038558381714,0.3329756746345699,0.6047084602200279,-1.2762948769636775,0.0377742923159477,0.27380896678418554,-0.43656277409048855,-0.6220632308986841,0.2692140376684428,static_guidance + adaptive_guidance
8,-0.0008610004914078564,0.977094074400107,-0.8319228943635013,-1.4274716869152977,0.8999712589217556,2.301513197966268,-0.09225748575727144,0.017720612934397195,0.9359795382412699,-0.8306453943866714,-1.4195805287822907,0.8617131818629016,2.2210616883497565,0.01897542845219391,0.6696208113125576,-1.478579890477394,0.043696533864078506,0.28279630902926034,-0.5737614317905994,-0.7234097803639342,0.33449726196511126,0.6034366629854698,-1.2758351097097527,0.03446148610439119,0.2720450640342911,-0.43673578123880047,-0.620667873560862,0.27073305918441404,static_guidance + adaptive_guidance
8,-0.0008643939684715864,0.9770941614912227,-0.8319264867713062,-1.4274733573512026,0.8999712589217556,2.3015139850820634,-0.09225748575727144,0.017720612934397195,0.9359795382412699,-0.8306453943866714,-1.4195805287822907,0.8617131818629016,2.2210616883497565,0.01897542845219391,0.67243212216259,-1.4785455352551662,0.04720155663977308,0.2858951911154339,-0.5736915405094247,-0.7242593228663834,0.33435167875100524,0.6062358869201099,-1.2758003250221626,0.037940539362862895,0.27514167024848746,-0.43666588995762584,-0.621516410864303,0.270587475970308,static_guidance + adaptive_guidance
8,-0.0008612109128206716,0.9770924164749335,-0.8319245358266618,-1.4274750268059115,0.8999705468449326,2.301512056303616,-0.09225148396525117,0.017720612934397195,0.9359795382412699,-0.8306453943866714,-1.4195805287822907,0.8617131818629016,2.2210616883497565,0.01897542845219391,0.6668810011546191,-1.4786500914218497,0.04457932149549295,0.2873047428736226,-0.5733158593509976,-0.7248579826567756,0.33257950203471665,0.6006961033467583,-1.2759134862462795,0.035332407598069444,0.27654894747152164,-0.4362927591832589,-0.6221175338325324,0.2688187397777722,static_guidance + adaptive_guidance
