9.996511458514230064e-01,1.878326435955431084e-02,1.804224152217387758e-02,0.000000000000000000e+00,2.230017412507541083e-02,-9.751532229045899447e-01,-2.203625217544740444e-01,0.000000000000000000e+00,1.345508151973221454e-02,2.206922415116486236e-01,-9.752506833208892667e-01,0.000000000000000000e+00,6.240562347013816069e-01,2.944911367159144255e-01,2.956489773520473360e-02,1.000000000000000000e+00
9.996513079411978309e-01,1.878054544165896206e-02,1.803609008557473248e-02,0.000000000000000000e+00,2.229614448829062012e-02,-9.751536335600534677e-01,-2.203611122607405104e-01,0.000000000000000000e+00,1.344971584848519801e-02,2.206906583404255329e-01,-9.752511155927300335e-01,0.000000000000000000e+00,6.240555949509657419e-01,2.944881602100983264e-01,2.955933786004887737e-02,1.000000000000000000e+00
9.996510123808153292e-01,1.878598115432781115e-02,1.804680745418579813e-02,0.000000000000000000e+00,2.230384719850378797e-02,-9.751528942537625033e-01,-2.203636043675644973e-01,0.000000000000000000e+00,1.345890912794804779e-02,2.206934624668359379e-01,-9.752503542114122626e-01,0.000000000000000000e+00,6.240575627676629988e-01,2.944915233141861544e-01,2.956526840098163203e-02,1.000000000000000000e+00
9.996511820589714103e-01,1.878018760444496657e-02,1.804343822145875256e-02,0.000000000000000000e+00,2.229739620115821219e-02,-9.751539535753100951e-01,-2.203595694547867412e-01,0.000000000000000000e+00,1.345699515180885653e-02,2.206892747267471533e-01,-9.752513282749564194e-01,0.000000000000000000e+00,6.240589134689227269e-01,2.944856609864247576e-01,2.956287336232026053e-02,1.000000000000000000e+00
9.996509597212748233e-01,1.877806978781233066e-02,1.805795460694649412e-02,0.000000000000000000e+00,2.229854045785505459e-02,-9.751538331270183102e-01,-2.203599866861975232e-01,0.000000000000000000e+00,1.347160781515903231e-02,2.206899871725390982e-01,-9.752509653133695222e-01,0.000000000000000000e+00,6.240635945550319086e-01,2.944852489194870748e-01,2.957243827040373016e-02,1.000000000000000000e+00
9.996512744573402554e-01,1.877662676801105865e-02,1.804202494838106144e-02,0.000000000000000000e+00,2.229361010462823853e-02,-9.751540491357013618e-01,-2.203595296418047744e-01,0.000000000000000000e+00,1.345640411764041471e-02,2.206891554650598219e-01,-9.752513634178325841e-01,0.000000000000000000e+00,6.240583086121472833e-01,2.944876557814896656e-01,2.956204712225122058e-02,1.000000000000000000e+00
9.996515905911456112e-01,1.877154418165102520e-02,1.802979364377952851e-02,0.000000000000000000e+00,2.228595289769972829e-02,-9.751542108477593285e-01,-2.203595885604570093e-01,0.000000000000000000e+00,1.344559830936727964e-02,2.206888732830513122e-01,-9.752515763100105817e-01,0.000000000000000000e+00,6.240559025048697528e-01,2.944848772673169801e-01,2.955508873862843638e-02,1.000000000000000000e+00
9.996522080877765504e-01,1.876068730947629687e-02,1.800684253601512325e-02,0.000000000000000000e+00,2.227010725475575201e-02,-9.751576673657773586e-01,-2.203458939980642850e-01,0.000000000000000000e+00,1.342592863754906059e-02,2.206745224612184642e-01,-9.752550946171635315e-01,0.000000000000000000e+00,6.240521449100654428e-01,2.944720634055167374e-01,2.953822960534918315e-02,1.000000000000000000e+00
9.996538423458581901e-01,1.871412253148093188e-02,1.796452065176343954e-02,0.000000000000000000e+00,2.221474644236978019e-02,-9.751687237552743026e-01,-2.203025468559523248e-01,0.000000000000000000e+00,1.339592773411594703e-02,2.206296125180949863e-01,-9.752656680106490672e-01,0.000000000000000000e+00,6.240547878571530704e-01,2.944255044640437524e-01,2.951363249654265219e-02,1.000000000000000000e+00
9.996552241542653316e-01,1.867564367471340886e-02,1.792763385472281867e-02,0.000000000000000000e+00,2.216858574243271360e-02,-9.751777506822256747e-01,-2.202672360605261725e-01,0.000000000000000000e+00,1.336925464320318918e-02,2.205929706244493804e-01,-9.752743226094728879e-01,0.000000000000000000e+00,6.240557555360933817e-01,2.943887317269854309e-01,2.949769394891814736e-02,1.000000000000000000e+00
