-1.390610163960990797e-01,9.645982317286115881e-01,6.127027246526050019e-01,-1.665658268271813514e+00,-5.036319920586214138e-01,2.539237663666406686e+00,1.406968387420138633e+00
-1.390676699251683079e-01,9.645859850122449064e-01,6.126972642559239679e-01,-1.665644748436882816e+00,-5.036306696302359498e-01,2.539237663827912606e+00,1.406968002430309950e+00
-1.390631714695638177e-01,9.645851634259809959e-01,6.126975026396597190e-01,-1.665653351549516437e+00,-5.036313817070589005e-01,2.539237663666407130e+00,1.406971647073825382e+00
-1.390644286385867567e-01,9.645940724172090697e-01,6.126988919212128515e-01,-1.665648061835974802e+00,-5.036306696302359498e-01,2.539238375724387264e+00,1.406965437163909316e+00
-1.390650328231232413e-01,9.646056270004748079e-01,6.126918960161266137e-01,-1.665651402707685191e+00,-5.036313817070589005e-01,2.539239189545313025e+00,1.406968761414264302e+00
-1.390701315128101412e-01,9.645982532577623836e-01,6.126974231654543912e-01,-1.665649732271829997e+00,-5.036306696302359498e-01,2.539239189375732231e+00,1.406966149737362670e+00
-1.390737508971700009e-01,9.646027030026642635e-01,6.126815940121317361e-01,-1.665655021985371631e+00,-5.036327041354443645e-01,2.539232901670598785e+00,1.406968387196463999e+00
-1.390907562885135840e-01,9.646079300997548733e-01,6.126517894364753580e-01,-1.665669552760943306e+00,-5.036313817070586785e-01,2.539233289480131717e+00,1.406969927974938805e+00
-1.391175633584727234e-01,9.646307593897768262e-01,6.126230426277050611e-01,-1.665677291451838959e+00,-5.036319920586214138e-01,2.539232536194306444e+00,1.406969103909175622e+00
-1.391060352513658616e-01,9.646360500662956028e-01,6.126366507321795440e-01,-1.665687341133996080e+00,-5.036333144870067668e-01,2.539231822592185051e+00,1.406963199208407067e+00
-1.390560742001131778e-01,9.646442368564134284e-01,6.126703271168095766e-01,-1.665702540823277067e+00,-5.036319920586214138e-01,2.539231029116549188e+00,1.406966982660762477e+00
-1.390566417508201091e-01,9.646083256255227889e-01,6.126887359869609417e-01,-1.665695458780255045e+00,-5.036306696302359498e-01,2.539232412514175419e+00,1.406963965417640461e+00
-1.390737508985016024e-01,9.645765786002538089e-01,6.126834862486969513e-01,-1.665692117908544212e+00,-5.036313817070589005e-01,2.539219548248444536e+00,1.406966578277121904e+00
-1.391985587798383328e-01,9.642622302609824558e-01,6.128075745470743518e-01,-1.665561116824011867e+00,-5.036370624270702923e-01,2.539195460380428759e+00,1.406725630247410708e+00
