Time,pos1,pos2,pos3,pos4,pos5,pos6,pos7
0.04678535461425781,-1.0062295280308051,0.6955658461123535,0.5335601084804076,-1.2362886843764989,-0.3103249262228186,2.1183962267329743,0.20521651562411697
0.0802924633026123,-1.0062473788010962,0.6955702719211562,0.5335499311478746,-1.2362908003139044,-0.30995819802411523,2.118394803126653,0.20551940415044706
0.11376118659973145,-1.006336039765134,0.6955326078724908,0.5335532676043774,-1.236265938091043,-0.3096095448241306,2.1183962272802987,0.20584950164888371
0.1472632884979248,-1.0064451467433697,0.6954582394488549,0.5335552164462574,-1.2362206201263735,-0.3093294404351121,2.118401002970668,0.20620700382048596
0.18074917793273926,-1.0065481600855302,0.6953632389701738,0.5335653952464716,-1.2361649296310577,-0.3091576410703664,2.118400693482209,0.2064658918982467
0.21426773071289062,-1.0066387304000326,0.695320899623911,0.533564875410314,-1.2360245830800993,-0.30890606676232985,2.118401702732889,0.2068446486695384
0.24770355224609375,-1.006684160596128,0.6952588343519461,0.5335710654145198,-1.2358287147001898,-0.3086104772245912,2.1184038556551523,0.20733019908850978
0.2811400890350342,-1.006699225463984,0.6950712968385128,0.5335751918519797,-1.2356660852225103,-0.3083344867554557,2.1184026772786844,0.2077890702308886
0.3146324157714844,-1.0067146806476928,0.6947820274316204,0.5335835625748883,-1.2356135265656576,-0.3080268114540728,2.1183992419698923,0.20808757471342776
0.3480985164642334,-1.006712729290912,0.694380323888132,0.5336063108508717,-1.2355432909086341,-0.30772758995592153,2.1183989337379274,0.20816643970170348
0.3815474510192871,-1.0067044993880803,0.6938566665457213,0.5336235582221581,-1.235487360897879,-0.3074519095785401,2.1183966275192616,0.20818682752333365
0.4149479866027832,-1.0067061697694293,0.6932582227304406,0.5336469990896332,-1.235458049687466,-0.30719225239493075,2.118398193460323,0.20820705230802822
0.4483795166015625,-1.006704499333574,0.6926251100430348,0.533661425407426,-1.2354394414100742,-0.3070328275895418,2.1183994775339157,0.2082198919183345
0.4818077087402344,-1.006704499333574,0.691923015717818,0.5336726337993252,-1.2354378930309362,-0.3069451058677893,2.1183995765255155,0.20821884635256394
0.5152366161346436,-1.0067001284977275,0.6911193831361893,0.5336822896336832,-1.2354367424312445,-0.30691136572399197,2.118401370934383,0.20821955842938686
0.548663854598999,-1.0066911019244138,0.6903608728865656,0.5337164080469148,-1.2354353604115778,-0.3068880386991745,2.118399963823798,0.2082143704411056
0.5821306705474854,-1.0066889204133422,0.6896264634885927,0.5337876758276777,-1.2354314557293005,-0.3068553944643856,2.118398901020565,0.20821589632001186
0.6155638694763184,-1.0066879185888271,0.689040386033613,0.5338920276185373,-1.2354234672134112,-0.30679041108447025,2.1183951367913285,0.20822293223091526
0.6489605903625488,-1.006690299774621,0.6885777824498163,0.5340135931594103,-1.2354255382638228,-0.306433976058779,2.1183833811695187,0.2082486337294448
0.6823849678039551,-1.006691475656679,0.688294211178155,0.5340583443852354,-1.235440728358834,-0.3055584366320291,2.1183539985885464,0.2083517599971003
0.7158117294311523,-1.006725070091112,0.6882395533953953,0.5340541306629514,-1.2354515811853242,-0.3036657051602774,2.1183269250586556,0.20906426279154702
0.7492482662200928,-1.0068465834890392,0.6882745090130649,0.5340464982568172,-1.2354871225646364,-0.30085982282607654,2.118287329656957,0.2107321329640526
0.7826685905456543,-1.0070732331322396,0.688289545181899,0.5340359038492684,-1.2355197873011152,-0.29717003811513654,2.118127988576029,0.21245661228414378
0.8160984516143799,-1.0074385885831618,0.6882789390128954,0.5340392890041568,-1.2355564232873708,-0.291755301689838,2.1177700858524853,0.21313807095130075
0.8495240211486816,-1.0079159367651855,0.6882734435436553,0.534042863843621,-1.2355559048736249,-0.28505943152835783,2.1171844100042647,0.21320072690427047
0.8829267024993896,-1.0084757602870908,0.6882565103497421,0.534039523007577,-1.2355497234378992,-0.27807636722894014,2.1164484258281786,0.21319901754739132
0.9163589477539062,-1.0090418096446114,0.6882556923528601,0.5340342332940352,-1.2355582163773955,-0.27145051361980377,2.1155661986066794,0.21320019705329973
0.9497873783111572,-1.0095798030358123,0.6882651367581145,0.5340310742478621,-1.235550497705647,-0.2651487256145228,2.114133263171813,0.21319984366657974
0.9832103252410889,-1.0099841870589865,0.6882670551096465,0.5340310742478621,-1.2355575753094854,-0.25979470722121273,2.1121336265581796,0.21319877289897865
1.016636848449707,-1.0102227461959723,0.688265114934614,0.534038034397259,-1.2355540048495137,-0.25510428770629007,2.109463785485739,0.21319653494324947
1.0500860214233398,-1.0102760571450222,0.6882297087113322,0.5340413752689697,-1.2355290981722638,-0.25003689873446927,2.1052723460206457,0.21319805935952077
1.083512783050537,-1.0102280821175962,0.6882247510524107,0.5341086955847307,-1.2355391964756477,-0.2456448325584855,2.100505605738533,0.21319582286642647
1.1169145107269287,-1.010197795453214,0.6882404493107247,0.5344344097712791,-1.2355544626588193,-0.24187946064888086,2.094988777447689,0.21320396088725987
1.1503400802612305,-1.0101909961098465,0.6882226923221061,0.5350337832438727,-1.2355386467147345,-0.23854098377639438,2.089334280776022,0.21320721827887068
1.1837663650512695,-1.0101935712168177,0.6881801812708996,0.5358810528001569,-1.235512739512583,-0.23503304320426943,2.083069824091181,0.21321681567818726
1.2171940803527832,-1.0101886888862235,0.6880391603123795,0.5368005269033654,-1.2355141612939666,-0.23144343736125236,2.076193067577876,0.21322889760148944
1.2506296634674072,-1.010194299066482,0.6879011879068907,0.5378322002604706,-1.2354969446297759,-0.22826705870848146,2.070174557632638,0.21324129703193453
1.2840490341186523,-1.0101809366734502,0.687682870087093,0.5390697151056416,-1.235508445520389,-0.22567254012228735,2.0640756049054163,0.2132478267262282
1.3174755573272705,-1.0101969231101764,0.6875320702311534,0.5404741235670927,-1.23549436803448,-0.22393143264520918,2.0592462928610047,0.21327317176885713
1.3508737087249756,-1.0101952613194338,0.6873931280911559,0.5419720157245072,-1.235501525109274,-0.2231801009032079,2.0552283632408597,0.21332570900601258
1.3842995166778564,-1.0101898996745982,0.6872339540245384,0.5436357878945846,-1.2354998546734197,-0.22308685971960504,2.0514881669021277,0.21362323914122408
