Time,Time_step,act_pos1,act_pos2,act_pos3,act_pos4,act_pos5,act_pos6,act_pos7,des_pos1,des_pos2,des_pos3,des_pos4,des_pos5,des_pos6,des_pos7,trq1,trq2,trq3,trq4,trq5,trq6,trq7,mode
0.15233206748962402,0,-1.0129981171729097,0.7549906810961262,0.5432859767836868,-1.2125190655999407,-0.22019509769034656,2.1226115466471445,0.2197953627255858,-1.0120169792396894,0.7949878722713493,0.5163071011346574,-1.252381609960004,-0.2055928153234845,2.067512286896033,0.16937240389765407,0.011200748136536577,2.89779560237296,-1.6524602751372748,-2.3596607769329023,0.14510435237542715,-0.6859457491311834,-0.19714881028764278,adaptive_guidance
0.16898179054260254,0,-1.0129850714678401,0.7549906810961271,0.5433584991539478,-1.2125181580494067,-0.2201002842326432,2.122607483807713,0.219794651227387,-1.0120169792396894,0.7949878722713493,0.5163071011346574,-1.252381609960004,-0.2055928153234845,2.067512286896033,0.16937240389765407,0.022760316918474938,2.894287383963715,-1.6533133561961288,-2.368875563852315,0.13200193356279302,-0.6904693874392727,-0.19675469801991047,adaptive_guidance
0.1855766773223877,0,-1.0128259037244192,0.7549867498138804,0.543866631135688,-1.2125411292449386,-0.21918427342189273,2.122593876166145,0.21979312542246446,-1.0120169792396894,0.7949878722713493,0.5163071011346574,-1.252381609960004,-0.2055928153234845,2.067512286896033,0.16937240389765407,0.004518824911248248,2.8938486487671042,-1.6648448687885595,-2.3625257218317572,0.05809238658482707,-0.6967076679644566,-0.19600868637254912,adaptive_guidance
0.202437162399292,0,-1.0126239556901087,0.7549733233584647,0.5442494662793144,-1.212555346023963,-0.21807431387253248,2.1225887532338037,0.21979653149512077,-1.0120169792396894,0.7949878722713493,0.5163071011346574,-1.252381609960004,-0.2055928153234845,2.067512286896033,0.16937240389765407,-0.04284859303233603,2.8907064458756286,-1.6749277834707095,-2.3634607661814737,0.020436826280523096,-0.6961538155287251,-0.19689976683339797,adaptive_guidance
0.21913790702819824,0,-1.01238734322302,0.7549727233314428,0.5445333807917232,-1.212559760855745,-0.217015443066449,2.1225869397639507,0.21980391048159134,-1.0120169792396894,0.7949878722713493,0.5163071011346574,-1.252381609960004,-0.2055928153234845,2.067512286896033,0.16937240389765407,-0.07880640721815244,2.8893057077637403,-1.6271119203682411,-2.3622461307600946,0.01894956839426387,-0.6968348107370552,-0.19766163438505602,adaptive_guidance
0.23578310012817383,0,-1.012118366309054,0.7549764174504167,0.5447410980112051,-1.2125713641199865,-0.21601877531314745,2.122586227178574,0.2198046225607395,-1.0120169792396894,0.7949878722713493,0.5163071011346574,-1.252381609960004,-0.2055928153234845,2.067512286896033,0.16937240389765407,-0.07694550659269271,2.89505425858126,-1.6221181770448005,-2.364056992117295,0.010959533790133397,-0.6966881144638021,-0.2016995072614098,adaptive_guidance
0.2523767948150635,0,-1.0117930241375643,0.7549928117634279,0.5448710012176451,-1.212592452803189,-0.21506735466938026,2.1225848030249277,0.21980872353270675,-1.0120169792396894,0.7949878722713493,0.5163071011346574,-1.252381609960004,-0.2055928153234845,2.067512286896033,0.16937240389765407,-0.13049836357099145,2.8841648086407194,-1.6146664423179489,-2.3417114972609854,0.0004255304868054921,-0.6946296914721752,-0.19875854258534728,adaptive_guidance
0.26911354064941406,0,-1.011433874081012,0.7550012603627142,0.5449052922572145,-1.212630815313284,-0.21406304901745946,2.1225862140966214,0.21981039792531382,-1.0120169792396894,0.7949878722713493,0.5163071011346574,-1.252381609960004,-0.2055928153234845,2.067512286896033,0.16937240389765407,-0.1514105248941777,2.887426263753008,-1.5950787290082533,-2.314612003911096,-0.05765480614439539,-0.6961316832485427,-0.19730649132247935,adaptive_guidance
0.2857670783996582,0,-1.0109940606357255,0.7550130642234147,0.5449048653178724,-1.2126818724181196,-0.21280557545640946,2.122580770901094,0.21980831904670442,-1.0120169792396894,0.7949878722713493,0.5163071011346574,-1.252381609960004,-0.2055928153234845,2.067512286896033,0.16937240389765407,-0.18930529152928666,2.8856599052008245,-1.5999540906942276,-2.3504858069431527,-0.10464356220520796,-0.6941632117942774,-0.19647615463470963,adaptive_guidance
0.30252838134765625,0,-1.0105579771899778,0.7550196975352089,0.5448981597024902,-1.2127408694253692,-0.21149321920931716,2.1225795740666427,0.2198105717001115,-1.0120169792396894,0.7949878722713493,0.5163071011346574,-1.252381609960004,-0.2055928153234845,2.067512286896033,0.16937240389765407,-0.1960549476363357,2.8901668731133796,-1.5885288336436783,-2.3386374342666487,-0.1274790443341763,-0.6955947610318751,-0.1975757953676908,adaptive_guidance
