Time,Time_step,act_pos1,act_pos2,act_pos3,act_pos4,act_pos5,act_pos6,act_pos7,des_pos1,des_pos2,des_pos3,des_pos4,des_pos5,des_pos6,des_pos7,trq1,trq2,trq3,trq4,trq5,trq6,trq7,mode
0.20053696632385254,0,-0.9778068291830974,0.7568312440564935,0.5590513869670208,-1.1589245944708177,-0.24464625986417132,2.1205136921793346,0.2010153846260574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_guidance
0.2172245979309082,0,-0.9778068291830974,0.7568312440564935,0.5590513869670208,-1.1589245944708177,-0.24464625986417132,2.1205136921793346,0.2010153846260574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_guidance
0.23391151428222656,0,-0.9775160198779634,0.756834863445215,0.5590582120901704,-1.1589442645840056,-0.24464625986417132,2.1205129392206885,0.20101991302884897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_guidance
0.25059986114501953,0,-0.9772394673288464,0.7568294658055675,0.5590597105792835,-1.1589706839150895,-0.24464697194099425,2.120515177170436,0.20102344476334075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_guidance
0.2672858238220215,0,-0.977000302630344,0.7568288332222127,0.5590608327445394,-1.158992293317628,-0.24464625986417132,2.120515177170436,0.20102439892718005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_guidance
0.28396034240722656,0,-0.9767191528893446,0.7568348364248473,0.5590660564091666,-1.1590085175775462,-0.24464625986417132,2.120515876109477,0.20102377751083372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_guidance
0.3006577491760254,0,-0.9764508847268083,0.7568384825748036,0.5590606151498642,-1.1590181622481122,-0.24464697194099425,2.120515876165232,0.20102322638150946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_guidance
0.31735920906066895,0,-0.976202145551941,0.7568384827229013,0.5590608521001083,-1.1590310139171152,-0.24464758229255673,2.12051270887932,0.20101836377474755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_guidance
0.3340487480163574,0,-0.9759292992389255,0.756834863445215,0.5590606181120189,-1.1590342678033199,-0.24464758229255673,2.1205136511292606,0.20102236625132325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_guidance
0.3507120609283447,0,-0.975664313105702,0.7568312441675286,0.5590641199847579,-1.1590389027232293,-0.24464697194099425,2.1205141113425507,0.20102369226878444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_guidance
0.36740827560424805,0,-0.9754669404329768,0.7568348631121098,0.5590634723540504,-1.1590421302044285,-0.244646259918343,2.1205097017553993,0.20101733442008157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_guidance
0.3840768337249756,0,-0.9751823778281012,0.7568312351736864,0.5590642019656645,-1.1590533373652308,-0.24464697194099425,2.1205099425583227,0.2010275938421184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_guidance
0.40076565742492676,0,-0.9749428869614967,0.7568294926388949,0.5590661508074977,-1.1590576682602463,-0.24464758229255673,2.1205096967220385,0.2010201153894662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_guidance
0.41745781898498535,0,-0.974720208124871,0.7568273791848387,0.5590702750633977,-1.1590662149301658,-0.24464829436937965,2.1205096967220305,0.2010254630418963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_guidance
0.43413662910461426,0,-0.9744949503583681,0.7568226762361537,0.5590724568626255,-1.1590656870651626,-0.2446456495126088,2.1205096968844224,0.20102535151012627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_guidance
0.45081448554992676,0,-0.9742784791218686,0.7568246250403555,0.5590788752906569,-1.1590725251733418,-0.24464625986417132,2.1205074587663013,0.20102488341107907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_guidance
